жир,"fat, grease","pr sg в жиру, nom pl жиры",,
жуткий,terrible,,,
завсегдатай,habitue; regular customer,,,
заглавие,"title, heading",,,
загс,registry office,,,
задор,"fervour, vigour",,,
заём,loan,g sg займа,,
закоулок,"back alley; nook, cranny",,,
залог,"deposit, guarantee, pledge",,,
замешательство,confusion; consternation,,,
замкнутый,"reserved, unsociable; secluded, private",,,
заочно,in one’s absence; externally (of study for a degree),окончить институт заочно to take an external degree,,
запинаться/запнуться,to stumble,,,
запчасть (f),spare part,f,,
застёгивать/застегнуть (+a),to fasten,,,
изрядный,"fairly good, quite large",изрядное количество quite a lot,,
захлёбываться/захлебнуться,to choke,,,
злоупотреблять/злоупотребить (+inst),"to misuse, abuse (sth)",i злоупотребляю,,
знатный,"distinguished, outstanding; (hist) high-born, noble",,,
зонтик,umbrella,,,
зыбкий,"unsteady, unstable",,,
ива,willow,,,
икра,caviare; calf (of leg),,,
искажать/исказить (+a),to distort,,,
искушение,temptation,,,
исподволь ,gradually (coll),,,
калека (m/f),cripple,m/f,,
камыш,"reed, rush",g sg камыша,,
карий,"brown, hazel (of eyes); chestnut (of horses)",soft adj,,
квитанция,receipt,,,
клевать/клюнуть,to peck,"i клюю, клюёшь; клевать носом to nod, be drowsy",,
клей,glue,,,
клумба,flower-bed,,,
коврик,rug,,,
коготь (m),claw,m; g pl когтей,,
кое-как,"anyhow, carelessly; somehow or other, somehow",,,
коренастый,"thickset, stocky",,,
косой,"slanting, oblique, squint; cross-eyed, squinting",,,
красноречие,eloquence,,,
крушение,"wreck, ruin, collapse",,,
кувыркаться/кувыркнуться,"to turn somersaults, go head over heels",,,
кумир,idol,,,
кутёж,drinking-bout,g sg кутежа,,
лазейка,hole; loop-hole,g pl лазеек,,
лак,varnish,,,
ласточка,swallow,g pl ласточек,,
лезвие,blade,,,
лестный,flattering,,,
ликовать (i),to rejoice,i ликую,,
лицемерие,hypocrisy,,,
льстить/по- (+d),to flatter,"i льщу, льстишь",,
мазать (i) (+a),"to grease, smear","i мажу, мажешь",,
маяк,lighthouse; beacon,g sg маяка,,
мерзость (f),vileness; sth disgusting,f,,
мести (i) (+a),to sweep,"i мету, метёшь, past мёл, мела",,
мизинец,little finger; little toe,,,
миска,bowl,g pl мисок,,
мозоль (f),"corn (on foot), callous",f,,
мятеж,rebellion,g sg мятежа,,
набросок,"sketch, rough draft",,,
наизусть,"by heart, from memory",выучить наизусть to learn by heart,,
наперекор (+d),"contrary, counter (to), in defiance (of)",наперекор судьбе in defiance of fate,,
нарекание,reprimand,,,
насаждение,planting; propagation,,,
насморк,cold (in the head),,,
начинка,"stuffing, filling (of pie etc.)",,,
невестка,daughter-in-law; sister-in-law (brother’s wife),g pl невесток,,
незваный,uninvited,,,
незыблемый,unshakable,,,
неистовый,frenzied,,,
неполадка,"fault, defect",g pl неполадок; неполадки (coll) quarrel,,
непринуждённый,"relaxed, unconstrained",,,
неразбериха ,muddle (coll),,,
несовместимый,incompatible,,,
неспроста ,"with an ulterior motive, not without a reason (coll)",,,
неурядица ,confusion (coll),неурядицы squabbling,,
ничей,nobody’s,"f ничья, n ничьё; ничья drawn game; ничья земля no man’s land",,
нрав,"nature, disposition (of person)","тихий нрав quiet nature; нравы manners, customs",,
ныть (i),"to whine, complain; ache","i ною, ноешь",,
нюхать/по- (+a),"to smell, sniff (sth)",,,
обаяние,charm,,,
обуздывать/обуздать (+a),"to curb, restrain",p обуздаю,,
озабоченный,"worried, preoccupied",,,
олень (m),deer,m,,
омерзительный,"disgusting, revolting",,,
омут,"pool, deep place in river; whirlpool",В тихом омуте черти водятся Still waters run deep,,
опека,"guardianship, trusteeship; surveillance, care",,,
опилки (pl),sawdust; metal filings,g pl опилок,,
оплошность (f),"slip, blunder",f,,
оправа,"mounting, frame",,,
опрятный,"tidy, neat",,,
оспаривать/оспорить (+a),"to contest, dispute",,,
отборный,"selected, specially chosen",,,
отделываться/отделаться (от +g),"to get rid of; (+inst) get off, escape (with)",p легко отделаться to get off lightly,,
отменный,excellent,,,
отравлять/отравить (+a),to poison,i отравляю,,
ошеломлять/ошеломить (+a),"to stun, astound","p ошеломлю, ошеломишь",,
пакетик,"bag, plastic bag",,,
палисадник,front garden; stake fence,,,
панель (f),"pavement; panelling, panel",f,,
пасмурный,"cloudy, overcast; gloomy",,,
пасынок,stepson,,,
пекло ,scorching heat; hell (coll),,,
пелёнка,"nappy, diaper",g pl пелёнок,,
передышка,"breathing-space, rest, short break",g pl передышек,,
перечень (m),"list, enumeration",m,,
перина,"feather-bed, duvet",,,
перрон,platform (railway station),,,
пир,feast,"pr sg в/на пиру, nom pl пиры",,
пирожное,"cake, pastry",,,
пищать/пискнуть,"to squeak, squeal; cheep","i пищу, пищишь",,
пластмасса,plastic,,,
плесень (f),mould,,,
плескать/плеснуть,to splash,"i плещу, плещешь",,
печень (f),liver,f,,
пляж,beach,,,
побуждать/побудить (+a +inf or к +d),"to prompt, induce (s.o. to do sth)","p побужу, побудишь",,
подданный,"subject, citizen",,,
подошва,"sole (of shoe, foot)",,,
подсобный,"subsidiary, supplementary",,,
позитивный,positive,,,
поклонник,admirer,,,
покорять/покорить (+a),"to conquer, subjugate",i покоряю,,
половой,sexual,,,
полтораста,a hundred and fifty,g/d/inst/pr полутораста,,
поместье,estate,g pl поместий,,
помидор,tomato,,,
поощрять/поощрить (+a),to encourage,i поощряю,,
пополам,"in half, half-and-half","с грехом пополам after а fashion, only just",,
поросёнок,piglet,"nom pl поросята, g pl поросят",,
портной,tailor,,,
